datetime,temp_deep,light_deep,temp_shallow,light_shallow
2/6/25 22:15,3.94,0,3.77,0
2/6/25 22:30,4.03,0,3.77,0
2/6/25 22:45,4.03,0,3.73,0
2/6/25 23:00,3.99,0,3.77,0
2/6/25 23:15,4.12,0,3.9,0
2/6/25 23:30,4.16,0,3.94,0
2/6/25 23:45,4.24,0,4.03,0
2/7/25 0:00,4.2,0,4.03,0
2/7/25 0:15,4.24,0,4.03,0
2/7/25 0:30,4.29,0,4.12,0
2/7/25 0:45,4.29,0,4.16,0
2/7/25 1:00,4.33,0,4.16,0
2/7/25 1:15,4.24,0,4.16,0
2/7/25 1:30,4.24,0,4.12,0
2/7/25 1:45,4.29,0,4.2,0
2/7/25 2:00,4.5,0,4.16,0
2/7/25 2:15,4.5,0,4.37,0
2/7/25 2:30,4.46,0,4.29,0
2/7/25 2:45,4.46,0,4.33,0
2/7/25 3:00,4.37,0,4.2,0
2/7/25 3:15,4.46,0,4.24,0
2/7/25 3:30,4.5,0,4.29,0
2/7/25 3:45,4.46,0,4.29,0
2/7/25 4:00,4.37,0,4.24,0
2/7/25 4:15,4.29,0,4.16,0
2/7/25 4:30,4.29,0,4.12,0
2/7/25 4:45,4.29,0,4.12,0
2/7/25 5:00,4.24,0,4.16,0
2/7/25 5:15,4.2,0,4.16,0
2/7/25 5:30,4.24,0,4.16,0
2/7/25 5:45,4.2,0,4.12,0
2/7/25 6:00,4.16,0,4.07,0
2/7/25 6:15,4.12,0,3.99,0
2/7/25 6:30,4.12,0,3.99,0.21
2/7/25 6:45,4.16,0.21,3.99,4.27
2/7/25 7:00,4.16,2.77,4.03,50.12
2/7/25 7:15,4.2,2.34,3.99,94.28
2/7/25 7:30,4.16,9.8,4.03,140.6
2/7/25 7:45,4.2,12.36,4.03,180.88
2/7/25 8:00,4.2,16.19,4.03,189.36
2/7/25 8:15,4.16,38.41,4.03,450.08
2/7/25 8:30,4.12,79.48,4.03,718.4
2/7/25 8:45,4.12,99.92,4.03,646.24
2/7/25 9:00,4.12,129.88,3.99,1031.04
2/7/25 9:15,4.12,86.28,4.03,367.84
2/7/25 9:30,4.12,140.2,4.07,792.96
2/7/25 9:45,4.16,153.84,4.07,1437.44
2/7/25 10:00,4.16,306.88,4.12,2497.28
2/7/25 10:15,4.16,140.2,4.07,1297.6
2/7/25 10:30,4.16,63.6,4.03,456.16
2/7/25 10:45,4.03,170.88,3.99,536.8
2/7/25 11:00,4.03,190.72,3.99,1590.4
2/7/25 11:15,4.07,246.32,3.99,2234.24
2/7/25 11:30,4.03,296.64,3.9,2752
2/7/25 11:45,4.03,607.68,3.99,5324.8
2/7/25 12:00,4.07,370.08,3.9,5342.72
2/7/25 12:15,4.03,267.6,3.9,4848.64
2/7/25 12:30,4.03,549.76,3.94,4697.6
2/7/25 12:45,3.99,535.2,3.99,4482.56
2/7/25 13:00,4.03,336,3.99,4349.44
2/7/25 13:15,4.03,138.4,3.99,1455.36
2/7/25 13:30,4.07,242.72,3.99,1268.48
2/7/25 13:45,4.12,39.69,3.99,570.08
2/7/25 14:00,4.29,11.93,4.12,344.64
2/7/25 14:15,4.16,56.78,4.07,871.04
2/7/25 14:30,4.2,67.86,3.99,1117.12
2/7/25 14:45,4.16,60.62,4.07,982.4
2/7/25 15:00,4.29,20.45,4.07,693.44
2/7/25 15:15,4.37,2.13,4.12,303.44
2/7/25 15:30,4.46,2.34,4.16,335.04
2/7/25 15:45,4.5,4.47,4.29,271.6
2/7/25 16:00,4.42,2.13,4.33,190.24
2/7/25 16:15,4.5,1.91,4.37,131.12
2/7/25 16:30,4.5,1.91,4.29,73.68
2/7/25 16:45,4.5,2.34,4.2,69.4
2/7/25 17:00,4.29,0.21,4.24,22.69
2/7/25 17:15,4.2,0,4.07,5.33
2/7/25 17:30,4.29,0,4.12,0
2/7/25 17:45,4.37,0,4.12,0
2/7/25 18:00,4.16,0,4.16,0
2/7/25 18:15,4.2,0,4.07,0
2/7/25 18:30,4.2,0,4.12,0
2/7/25 18:45,4.16,0,4.07,0
2/7/25 19:00,4.12,0,3.94,0
2/7/25 19:15,3.99,0,3.94,0
2/7/25 19:30,4.07,0,3.9,0
2/7/25 19:45,3.94,0,3.82,0
2/7/25 20:00,3.94,0,3.77,0
2/7/25 20:15,3.86,0,3.77,0
2/7/25 20:30,3.94,0,3.73,0
2/7/25 20:45,3.94,0,3.73,0
2/7/25 21:00,3.94,0,3.82,0
2/7/25 21:15,3.9,0,3.82,0
2/7/25 21:30,3.9,0,3.82,0
2/7/25 21:45,3.82,0,3.77,0
2/7/25 22:00,3.9,0,3.77,0
2/7/25 22:15,3.69,0,3.6,0
2/7/25 22:30,3.64,0,3.39,0
2/7/25 22:45,3.69,0,3.39,0
2/7/25 23:00,3.69,0,3.52,0
2/7/25 23:15,4.42,0,4.07,0
2/7/25 23:30,4.42,0,4.2,0
2/7/25 23:45,4.37,0,4.16,0
2/8/25 0:00,4.16,0,4.12,0
2/8/25 0:15,4.12,0,4.12,0
2/8/25 0:30,4.2,0,3.9,0
2/8/25 0:45,4.16,0,3.73,0
2/8/25 1:00,4.03,0,3.73,0
2/8/25 1:15,3.99,0,3.47,0
2/8/25 1:30,4.29,0,3.56,0
2/8/25 1:45,4.42,0,3.69,0
2/8/25 2:00,4.59,0,4.33,0
2/8/25 2:15,4.63,0,4.46,0
2/8/25 2:30,4.63,0,4.46,0
2/8/25 2:45,4.63,0,4.5,0
2/8/25 3:00,4.63,0,4.54,0
2/8/25 3:15,4.67,0,4.5,0
2/8/25 3:30,4.59,0,4.5,0
2/8/25 3:45,4.54,0,4.24,0
2/8/25 4:00,4.54,0,4.33,0
2/8/25 4:15,4.67,0,4.46,0
2/8/25 4:30,4.54,0,4.5,0
2/8/25 4:45,4.59,0,4.42,0
2/8/25 5:00,4.63,0,4.42,0
2/8/25 5:15,4.63,0,4.42,0
2/8/25 5:30,4.5,0,4.37,0
2/8/25 5:45,4.33,0,4.33,0
2/8/25 6:00,4.33,0,4.24,0
2/8/25 6:15,4.33,0,4.16,0
2/8/25 6:30,4.5,0,4.29,0
2/8/25 6:45,4.54,0,4.37,4.69
2/8/25 7:00,4.42,1.7,4.24,38.97
2/8/25 7:15,4.24,5.75,4.2,64.7
2/8/25 7:30,4.29,11.93,4.16,167.92
2/8/25 7:45,4.2,25.57,4.16,287.2
2/8/25 8:00,4.16,36.7,4.07,359.2
2/8/25 8:15,4.24,65.74,4.03,829.76
2/8/25 8:30,4.24,82.04,3.99,1148.8
2/8/25 8:45,4.16,85.44,4.03,814.4
2/8/25 9:00,4.16,99.92,4.07,650.4
2/8/25 9:15,4.03,138.4,4.07,1393.28
2/8/25 9:30,4.07,181.36,4.03,1805.44
2/8/25 9:45,4.07,218,4.03,1832.96
2/8/25 10:00,3.94,303.44,3.94,2284.16
2/8/25 10:15,3.86,355.68,3.86,2772.48
2/8/25 10:30,3.94,389.92,3.77,918.08
2/8/25 10:45,3.86,439.36,3.77,3686.4
2/8/25 11:00,3.77,477.12,3.77,2528
2/8/25 11:15,3.9,369.28,3.77,2909.44
2/8/25 11:30,3.82,423.2,3.73,3118.08
2/8/25 11:45,3.86,407.84,3.77,3023.36
2/8/25 12:00,4.2,279.6,3.86,3276.8
2/8/25 12:15,4.12,418.08,3.99,4458.24
2/8/25 12:30,4.03,495.84,3.82,3976.96
2/8/25 12:45,3.99,501.76,3.77,3225.6
2/8/25 13:00,3.82,583.04,3.77,4017.92
2/8/25 13:15,4.03,249.76,3.82,3512.32
2/8/25 13:30,4.42,256.56,3.77,4302.08
2/8/25 13:45,4.42,338.56,3.64,4547.84
2/8/25 14:00,4.54,20.88,4.07,1758.08
2/8/25 14:15,4.72,2.55,4.33,332.48
2/8/25 14:30,4.63,6.6,4.42,356.64
2/8/25 14:45,4.54,11.08,4.42,282.96
2/8/25 15:00,4.54,9.8,4.42,306
2/8/25 15:15,4.46,9.16,4.37,211.84
2/8/25 15:30,4.54,8.73,4.42,115.72
2/8/25 15:45,4.59,9.8,4.42,191.12
2/8/25 16:00,4.67,6.81,4.46,131.12
2/8/25 16:15,4.67,8.95,4.5,98.56
2/8/25 16:30,4.72,4.9,4.59,102.8
2/8/25 16:45,4.72,2.77,4.59,53.54
2/8/25 17:00,4.72,0.85,4.59,18.42
2/8/25 17:15,4.72,0,4.54,4.27
2/8/25 17:30,4.8,0,4.59,0
2/8/25 17:45,4.76,0,4.54,0
2/8/25 18:00,4.72,0,4.46,0
2/8/25 18:15,4.5,0,4.33,0
2/8/25 18:30,4.42,0,4.33,0
2/8/25 18:45,4.46,0,4.33,0
2/8/25 19:00,4.54,0,4.29,0
2/8/25 19:15,4.46,0,4.29,0
2/8/25 19:30,4.46,0,4.16,0
2/8/25 19:45,4.42,0,4.2,0
2/8/25 20:00,4.33,0,4.16,0
2/8/25 20:15,4.29,0,4.16,0
2/8/25 20:30,4.2,0,4.12,0
2/8/25 20:45,4.29,0,4.12,0
2/8/25 21:00,4.29,0,4.07,0
2/8/25 21:15,4.24,0,4.07,0
2/8/25 21:30,4.24,0,4.12,0
2/8/25 21:45,4.29,0,4.12,0
2/8/25 22:00,4.07,0,4.07,0
2/8/25 22:15,4.16,0,4.03,0
2/8/25 22:30,4.03,0,3.99,0
2/8/25 22:45,3.99,0,3.86,0
2/8/25 23:00,3.94,0,3.9,0
2/8/25 23:15,3.82,0,3.73,0
2/8/25 23:30,3.77,0,3.69,0
2/8/25 23:45,3.82,0,3.69,0
2/9/25 0:00,3.86,0,3.73,0
2/9/25 0:15,4.42,0,3.69,0
2/9/25 0:30,4.67,0,4.46,0
2/9/25 0:45,4.63,0,4.5,0
2/9/25 1:00,4.59,0,4.42,0
2/9/25 1:15,4.59,0,4.42,0
2/9/25 1:30,4.63,0,4.46,0
2/9/25 1:45,4.54,0,4.2,0
2/9/25 2:00,4.46,0,4.03,0
2/9/25 2:15,3.94,0,3.77,0
2/9/25 2:30,4.63,0,4.12,0
2/9/25 2:45,4.59,0,3.86,0
2/9/25 3:00,4.37,0,4.2,0
2/9/25 3:15,4.59,0,4.24,0
2/9/25 3:30,4.5,0,4.33,0
2/9/25 3:45,4.42,0,4.33,0
2/9/25 4:00,4.63,0,4.42,0
2/9/25 4:15,4.63,0,4.46,0
2/9/25 4:30,4.72,0,4.59,0
2/9/25 4:45,4.76,0,4.59,0
2/9/25 5:00,4.8,0,4.59,0
2/9/25 5:15,4.76,0,4.59,0
2/9/25 5:30,4.72,0,4.59,0
2/9/25 5:45,4.67,0,4.59,0
2/9/25 6:00,4.72,0,4.59,0
2/9/25 6:15,4.63,0,4.54,0
2/9/25 6:30,4.63,0,4.59,0
2/9/25 6:45,4.59,0.21,4.5,3.41
2/9/25 7:00,4.59,1.7,4.54,14.76
2/9/25 7:15,4.5,5.54,4.46,46.28
2/9/25 7:30,4.5,9.8,4.42,77.94
2/9/25 7:45,4.46,21.73,4.37,169.6
2/9/25 8:00,4.54,35.85,4.42,300
2/9/25 8:15,4.46,45.28,4.42,304.32
2/9/25 8:30,4.42,56.36,4.42,276.96
2/9/25 8:45,4.37,72.56,4.37,444.16
2/9/25 9:00,4.37,101.64,4.29,418.56
2/9/25 9:15,4.24,94.8,4.2,434.72
2/9/25 9:30,4.2,97.36,4.16,688.32
2/9/25 9:45,4.24,141.08,4.2,911.36
2/9/25 10:00,4.29,306.88,4.16,2136.96
2/9/25 10:15,4.33,341.12,4.2,2369.28
2/9/25 10:30,4.29,395.04,4.29,2661.12
2/9/25 10:45,4.29,370.08,4.29,2533.76
2/9/25 11:00,4.29,414.72,4.29,2824.96
2/9/25 11:15,4.29,370.08,4.24,2661.12
2/9/25 11:30,4.33,454.08,4.29,2449.92
2/9/25 11:45,4.33,366.72,4.29,2858.24
2/9/25 12:00,4.33,646.56,4.29,5783.04
2/9/25 12:15,4.12,531.84,4.12,2901.76
2/9/25 12:30,4.24,745.28,4.12,5182.72
2/9/25 12:45,4.07,849.6,3.9,5501.44
2/9/25 13:00,3.9,483.84,3.9,3037.44
2/9/25 13:15,3.9,612,3.86,3792.64
2/9/25 13:30,3.9,366.72,3.82,2234.24
2/9/25 13:45,3.94,353.92,3.86,1940.48
2/9/25 14:00,3.94,342.88,3.9,1282.88
2/9/25 14:15,4.29,269.36,4.03,2003.84
2/9/25 14:30,4.16,259.12,4.07,1769.6
2/9/25 14:45,4.42,149.6,4.03,1504.64
2/9/25 15:00,4.72,139.36,4.2,1561.6
2/9/25 15:15,4.67,32.02,4.37,476.64
2/9/25 15:30,4.59,52.52,4.5,410.4
2/9/25 15:45,4.72,14.91,4.54,266.48
2/9/25 16:00,4.72,14.49,4.54,173.2
2/9/25 16:15,4.67,8.09,4.59,84.88
2/9/25 16:30,4.67,6.81,4.54,90
2/9/25 16:45,4.72,6.18,4.5,70.26
2/9/25 17:00,4.67,2.34,4.59,25.3
2/9/25 17:15,4.72,0.42,4.59,8.32
2/9/25 17:30,4.72,0,4.59,0.42
2/9/25 17:45,4.72,0,4.63,0
2/9/25 18:00,4.72,0,4.59,0
2/9/25 18:15,4.72,0,4.59,0
2/9/25 18:30,4.72,0,4.59,0
2/9/25 18:45,4.63,0,4.54,0
2/9/25 19:00,4.67,0,4.54,0
2/9/25 19:15,4.59,0,4.54,0
2/9/25 19:30,4.5,0,4.5,0
2/9/25 19:45,4.42,0,4.42,0
2/9/25 20:00,4.54,0,4.33,0
2/9/25 20:15,4.59,0,4.37,0
2/9/25 20:30,4.5,0,4.29,0
2/9/25 20:45,4.37,0,4.29,0
2/9/25 21:00,4.37,0,4.24,0
2/9/25 21:15,4.2,0,4.16,0
2/9/25 21:30,4.24,0,4.12,0
2/9/25 21:45,4.29,0,4.07,0
2/9/25 22:00,4.24,0,4.07,0
2/9/25 22:15,4.24,0,3.99,0
2/9/25 22:30,4.29,0,3.9,0
2/9/25 22:45,4.12,0,3.77,0
2/9/25 23:00,3.99,0,3.77,0
2/9/25 23:15,4.29,0,3.77,0
2/9/25 23:30,4.24,0,3.94,0
2/9/25 23:45,3.9,0,3.86,0
2/10/25 0:00,3.64,0,3.64,0
2/10/25 0:15,3.86,0,3.6,0
2/10/25 0:30,3.64,0,3.52,0
2/10/25 0:45,3.64,0,3.52,0
2/10/25 1:00,4.24,0,3.64,0
2/10/25 1:15,4.46,0,4.12,0
2/10/25 1:30,4.5,0,4.12,0
2/10/25 1:45,4.46,0,4.16,0
2/10/25 2:00,4.63,0,4.33,0
2/10/25 2:15,4.72,0,4.42,0
2/10/25 2:30,4.67,0,3.86,0
2/10/25 2:45,4.59,0,4.37,0
2/10/25 3:00,4.67,0,4.42,0
2/10/25 3:15,4.72,0,4.54,0
2/10/25 3:30,4.76,0,4.54,0
2/10/25 3:45,4.67,0,4.54,0
2/10/25 4:00,4.63,0,4.5,0
2/10/25 4:15,4.72,0,4.54,0
2/10/25 4:30,4.67,0,4.5,0
2/10/25 4:45,4.72,0,4.59,0
2/10/25 5:00,4.67,0,4.59,0
2/10/25 5:15,4.76,0,4.63,0
2/10/25 5:30,4.76,0,4.63,0
2/10/25 5:45,4.84,0,4.72,0
2/10/25 6:00,4.8,0,4.67,0
2/10/25 6:15,4.76,0,4.72,0
2/10/25 6:30,4.76,0,4.63,1.28
2/10/25 6:45,4.8,2.34,4.63,17.13
2/10/25 7:00,4.72,9.59,4.63,67.26
2/10/25 7:15,4.76,21.73,4.63,62.14
2/10/25 7:30,4.63,47.84,4.59,161.96
2/10/25 7:45,4.54,94.8,4.42,520.16
2/10/25 8:00,4.5,74.26,4.42,575.2
2/10/25 8:15,4.59,76.08,4.42,553.12
2/10/25 8:30,4.59,88,4.42,652.16
2/10/25 8:45,4.54,124.76,4.42,602.56
2/10/25 9:00,4.46,185.6,4.33,802.56
2/10/25 9:15,4.37,259.12,4.33,1662.72
2/10/25 9:30,4.33,263.36,4.33,1879.04
2/10/25 9:45,4.24,268.48,4.16,1834.88
2/10/25 10:00,4.37,240.96,4.24,1699.84
2/10/25 10:15,4.37,303.44,4.29,2106.24
2/10/25 10:30,4.37,376.96,4.24,2465.28
2/10/25 10:45,4.33,443.84,4.29,2675.2
2/10/25 11:00,4.29,495.04,4.16,2941.44
2/10/25 11:15,4.16,552.32,4.12,3573.76
2/10/25 11:30,4.2,719.04,4.07,5281.28
2/10/25 11:45,4.29,892.48,4.2,5172.48
2/10/25 12:00,4.16,816.64,4.2,5916.16
2/10/25 12:15,4.12,788.48,4.16,6115.84
2/10/25 12:30,4.12,831.04,4.07,5660.16
2/10/25 12:45,4.12,1160.96,4.16,7872
2/10/25 13:00,4.07,1081.6,4.16,7590.4
2/10/25 13:15,4.03,517.12,4.03,2935.04
2/10/25 13:30,3.94,268.48,3.9,1607.68
2/10/25 13:45,3.94,398.4,3.86,2685.44
2/10/25 14:00,3.86,847.04,3.86,4560.64
2/10/25 14:15,4.03,317.28,3.86,1248
2/10/25 14:30,4.16,262.56,3.86,1568
2/10/25 14:45,4.29,251.44,3.94,1892.48
2/10/25 15:00,4.37,404.48,4.16,2565.76
2/10/25 15:15,4.46,361.6,4.07,2512.64
2/10/25 15:30,4.54,187.28,4.12,1272.64
2/10/25 15:45,4.54,253.12,3.94,1928.32
2/10/25 16:00,4.59,111.12,3.82,863.04
2/10/25 16:15,4.63,87.16,4.33,447.52
2/10/25 16:30,4.63,18.75,4.37,274.4
2/10/25 16:45,4.72,14.06,4.59,151.72
2/10/25 17:00,4.67,6.18,4.54,63
2/10/25 17:15,4.76,1.91,4.54,18.63
2/10/25 17:30,4.67,0,4.54,0.85
2/10/25 17:45,4.76,0,4.59,0
2/10/25 18:00,4.8,0,4.59,0
2/10/25 18:15,4.72,0,4.59,0
2/10/25 18:30,4.8,0,4.63,0
2/10/25 18:45,4.72,0,4.63,0
2/10/25 19:00,4.84,0,4.72,0
2/10/25 19:15,4.8,0,4.72,0
2/10/25 19:30,4.8,0,4.72,0
2/10/25 19:45,4.76,0,4.67,0
2/10/25 20:00,4.72,0,4.59,0
2/10/25 20:15,4.54,0,4.46,0
2/10/25 20:30,4.5,0,4.33,0
2/10/25 20:45,4.72,0,4.37,0
2/10/25 21:00,4.59,0,4.33,0
2/10/25 21:15,4.5,0,4.33,0
2/10/25 21:30,4.37,0,4.29,0
2/10/25 21:45,4.33,0,4.24,0
2/10/25 22:00,4.2,0,4.07,0
2/10/25 22:15,4.29,0,3.94,0
2/10/25 22:30,4.07,0,3.9,0
2/10/25 22:45,4.2,0,3.9,0
2/10/25 23:00,4.12,0,3.77,0
2/10/25 23:15,4.16,0,3.73,0
2/10/25 23:30,4.12,0,3.9,0
2/10/25 23:45,4.12,0,3.99,0
2/11/25 0:00,4.07,0,3.99,0
2/11/25 0:15,4.03,0,3.94,0
2/11/25 0:30,3.86,0,3.77,0
2/11/25 0:45,3.82,0,3.64,0
2/11/25 1:00,3.64,0,3.52,0
2/11/25 1:15,3.56,0,3.47,0
2/11/25 1:30,3.6,0,3.3,0
2/11/25 1:45,4.42,0,3.6,0
2/11/25 2:00,4.67,0,4.42,0
2/11/25 2:15,4.63,0,4.42,0
2/11/25 2:30,4.59,0,4.37,0
2/11/25 2:45,4.63,0,4.46,0
2/11/25 3:00,4.63,0,4.42,0
2/11/25 3:15,4.5,0,4.33,0
2/11/25 3:30,4.54,0,4.29,0
2/11/25 3:45,4.72,0,4.46,0
2/11/25 4:00,4.72,0,4.54,0
2/11/25 4:15,4.76,0,4.63,0
2/11/25 4:30,4.67,0,4.59,0
2/11/25 4:45,4.67,0,4.59,0
2/11/25 5:00,4.72,0,4.54,0
2/11/25 5:15,4.63,0,4.54,0
2/11/25 5:30,4.63,0,4.5,0
2/11/25 5:45,4.63,0,4.54,0
2/11/25 6:00,4.8,0,4.59,0
2/11/25 6:15,4.76,0,4.59,0
2/11/25 6:30,4.84,0,4.63,2.13
2/11/25 6:45,4.89,6.39,4.67,23.33
2/11/25 7:00,4.84,25.14,4.76,89.16
2/11/25 7:15,4.8,57.22,4.72,195.36
2/11/25 7:30,4.8,89.72,4.67,153.44
2/11/25 7:45,4.84,111.96,4.59,166.24
2/11/25 8:00,4.84,161.52,4.63,375.36
2/11/25 8:15,4.63,201.76,4.59,456.96
2/11/25 8:30,4.54,225.68,4.5,481.76
2/11/25 8:45,4.5,246.32,4.37,1072.96
2/11/25 9:00,4.54,298.32,4.42,893.12
2/11/25 9:15,4.5,341.92,4.42,1258.24
2/11/25 9:30,4.76,415.52,4.42,2010.88
2/11/25 9:45,4.67,490.72,4.67,1605.76
2/11/25 10:00,4.72,538.72,4.5,1679.36
2/11/25 10:15,4.5,579.68,4.42,2345.6
2/11/25 10:30,4.46,592.32,4.37,1947.52
2/11/25 10:45,4.37,579.68,4.42,2067.2
2/11/25 11:00,4.37,610.24,4.29,2854.4
2/11/25 11:15,4.42,622.72,4.29,2970.88
2/11/25 11:30,4.37,599.2,4.29,2647.04
2/11/25 11:45,4.33,605.12,4.12,2455.04
2/11/25 12:00,4.2,520.8,3.99,2559.36
2/11/25 12:15,4.16,566.88,3.99,1532.8
2/11/25 12:30,4.2,569.44,4.03,2335.36
2/11/25 12:45,4.42,624.32,4.07,2999.04
2/11/25 13:00,4.33,615.04,4.16,2835.2
2/11/25 13:15,3.94,557.44,3.99,2528
2/11/25 13:30,3.94,533.6,3.9,2432.64
2/11/25 13:45,3.9,472,3.86,2154.24
2/11/25 14:00,3.86,500.16,3.73,2248.32
2/11/25 14:15,3.73,414.72,3.64,1817.6
2/11/25 14:30,3.69,356.48,3.56,1820.8
2/11/25 14:45,3.69,300,3.43,1442.56
2/11/25 15:00,4.5,239.28,4.16,1288
2/11/25 15:15,4.33,171.76,3.86,737.92
2/11/25 15:30,4.42,155.56,3.56,912.32
2/11/25 15:45,4.59,128.16,3.64,530.4
2/11/25 16:00,4.59,95.68,3.94,509.92
2/11/25 16:15,4.59,62.32,3.69,333.44
2/11/25 16:30,4.59,35,3.77,213.52
2/11/25 16:45,4.63,13.63,4.42,100.24
2/11/25 17:00,4.76,4.47,4.54,36.84
2/11/25 17:15,4.67,0.63,4.59,9.42
2/11/25 17:30,4.63,0,4.46,0.21
2/11/25 17:45,4.63,0,4.54,0
2/11/25 18:00,4.63,0,4.5,0
2/11/25 18:15,4.63,0,4.63,0
2/11/25 18:30,4.84,0,4.67,0
2/11/25 18:45,4.89,0,4.67,0
2/11/25 19:00,4.93,0,4.72,0
2/11/25 19:15,4.93,0,4.84,0
2/11/25 19:30,4.89,0,4.8,0
2/11/25 19:45,4.97,0,4.8,0
2/11/25 20:00,4.93,0,4.76,0
2/11/25 20:15,4.8,0,4.67,0
2/11/25 20:30,4.5,0,4.5,0
2/11/25 20:45,4.46,0,4.42,0
2/11/25 21:00,4.89,0,4.42,0
2/11/25 21:15,4.8,0,4.46,0
2/11/25 21:30,4.59,0,4.46,0
2/11/25 21:45,4.46,0,4.29,0
2/11/25 22:00,4.33,0,4.24,0
2/11/25 22:15,4.2,0,4.16,0
2/11/25 22:30,4.42,0,4.07,0
2/11/25 22:45,4.42,0,4.03,0
2/11/25 23:00,4.33,0,4.12,0
2/11/25 23:15,4.33,0,4.12,0
2/11/25 23:30,4.24,0,3.99,0
2/11/25 23:45,4.16,0,3.94,0
2/12/25 0:00,4.12,0,3.94,0
2/12/25 0:15,4.07,0,3.9,0
2/12/25 0:30,4.12,0,3.9,0
2/12/25 0:45,4.12,0,3.9,0
2/12/25 1:00,4.12,0,3.94,0
2/12/25 1:15,4.03,0,3.94,0
2/12/25 1:30,4.24,0,3.94,0
2/12/25 1:45,4.33,0,4.12,0
2/12/25 2:00,4.12,0,4.03,0
2/12/25 2:15,3.86,0,3.77,0
2/12/25 2:30,3.86,0,3.82,0
2/12/25 2:45,3.82,0,3.77,0
2/12/25 3:00,3.82,0,3.69,0
2/12/25 3:15,4.54,0,4.16,0
2/12/25 3:30,4.59,0,4.42,0
2/12/25 3:45,4.63,0,4.46,0
2/12/25 4:00,4.46,0,4.37,0
2/12/25 4:15,4.63,0,4.37,0
2/12/25 4:30,4.59,0,4.5,0
2/12/25 4:45,4.67,0,4.5,0
2/12/25 5:00,4.8,0,4.59,0
2/12/25 5:15,4.89,0,4.63,0
2/12/25 5:30,4.67,0,4.63,0
2/12/25 5:45,4.72,0,4.63,0
2/12/25 6:00,4.67,0,4.63,0
2/12/25 6:15,4.63,0,4.54,0
2/12/25 6:30,4.72,0,4.54,0.64
2/12/25 6:45,4.72,2.13,4.67,11.98
2/12/25 7:00,4.76,12.78,4.63,52.68
2/12/25 7:15,4.84,30.68,4.63,116.6
2/12/25 7:30,4.8,54.28,4.72,218.64
2/12/25 7:45,4.8,82.04,4.63,312
2/12/25 8:00,4.8,133.28,4.67,466.4
2/12/25 8:15,4.8,163.24,4.63,582.88
2/12/25 8:30,4.89,211.12,4.67,816.96
2/12/25 8:45,4.8,274.48,4.76,1007.04
2/12/25 9:00,4.89,321.52,4.76,1253.76
2/12/25 9:15,4.76,378.88,4.72,497.92
2/12/25 9:30,4.76,319.84,4.63,1356.8
2/12/25 9:45,4.8,406.08,4.72,1397.12
2/12/25 10:00,4.8,399.36,4.76,1396.48
2/12/25 10:15,4.8,512,4.76,1504
2/12/25 10:30,4.59,542.88,4.63,1793.92
2/12/25 10:45,4.42,549.76,4.5,1195.84
2/12/25 11:00,4.33,608.64,4.37,2565.76
2/12/25 11:15,4.63,810.56,4.37,3569.92
2/12/25 11:30,4.42,786.56,4.42,3185.92
2/12/25 11:45,4.37,778.24,4.33,2422.4
2/12/25 12:00,4.37,880.32,4.37,3380.48
2/12/25 12:15,4.33,909.12,4.46,3850.24
2/12/25 12:30,4.42,924.48,4.37,3741.44
2/12/25 12:45,4.37,848.96,4.37,3598.08
2/12/25 13:00,4.33,1032.32,4.37,4167.68
2/12/25 13:15,4.33,755.2,4.29,2430.72
2/12/25 13:30,4.2,166.64,4.2,675.52
2/12/25 13:45,4.2,135.84,4.24,533.44
2/12/25 14:00,4.16,326.64,3.99,1272.64
2/12/25 14:15,3.99,299.2,3.94,1207.68
2/12/25 14:30,3.94,243.76,3.9,1088.32
2/12/25 14:45,3.99,300,3.9,672
2/12/25 15:00,4.07,321.52,3.94,1585.28
2/12/25 15:15,4.16,206.88,3.99,1000.96
2/12/25 15:30,4.16,231.6,4.03,1235.84
2/12/25 15:45,4.46,160.68,4.03,806.72
2/12/25 16:00,4.37,64.04,4.03,292.32
2/12/25 16:15,4.16,70.42,3.94,400.96
2/12/25 16:30,4.5,40.17,3.82,188.56
2/12/25 16:45,4.67,22.59,3.77,110.6
2/12/25 17:00,4.59,7.88,3.86,35.55
2/12/25 17:15,4.72,0.63,4.37,9.85
2/12/25 17:30,4.67,0,4.54,0.64
2/12/25 17:45,4.76,0,4.59,0
2/12/25 18:00,4.72,0,4.59,0
2/12/25 18:15,4.76,0,4.59,0
2/12/25 18:30,4.8,0,4.63,0
2/12/25 18:45,4.8,0,4.63,0
2/12/25 19:00,4.84,0,4.67,0
2/12/25 19:15,4.89,0,4.72,0
2/12/25 19:30,4.89,0,4.72,0
2/12/25 19:45,4.89,0,4.72,0
2/12/25 20:00,4.89,0,4.76,0
2/12/25 20:15,4.8,0,4.72,0
2/12/25 20:30,4.8,0,4.76,0
2/12/25 20:45,4.84,0,4.72,0
2/12/25 21:00,4.84,0,4.72,0
2/12/25 21:15,4.76,0,4.63,0
2/12/25 21:30,4.67,0,4.63,0
2/12/25 21:45,4.63,0,4.59,0
2/12/25 22:00,4.72,0,4.54,0
2/12/25 22:15,4.72,0,4.63,0
2/12/25 22:30,4.59,0,4.54,0
2/12/25 22:45,4.59,0,4.54,0
2/12/25 23:00,4.37,0,4.42,0
2/12/25 23:15,4.37,0,4.33,0
2/12/25 23:30,4.37,0,4.2,0
2/12/25 23:45,4.33,0,4.24,0
